"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "Amount" "Class"
"6447" 0.702709900098753 2.42643280600508 -5.23451329584052 4.41666124290876 -2.17080621591773 -2.66755356121463 -3.87808845483572 0.911337122229195 -0.166199039175942 -5.00924850212751 4.67572941865677 -8.16718805173089 0.638559282180499 -6.76333439062322 1.29686025605627 -3.81175840977789 -3.75412806618729 -1.04917740227906 1.55419726345897 0.422743129198702 0.551179689117248 -0.00980235731325313 0.721698230069415 0.473245751402033 -1.9593037711687 0.31947554010746 0.600484916486359 0.129305225096566 1 "'1'"
"6473" 1.02387386852139 2.00148526626613 -4.76975183220974 3.81919458538265 -1.2717542273697 -1.7346624268403 -3.05924503160896 0.889804791975203 0.415382113237262 -3.95581234352737 3.57205481558784 -7.18645159050588 0.147242340802109 -5.24930454889762 1.67833367358535 -2.64147310915178 -1.31205856007348 -0.391716050952505 1.11826355175812 0.204137684042271 0.343282648722251 -0.0541956644068491 0.709653952497143 -0.372215866946976 -2.03206836614816 0.366777602071192 0.395170669257609 0.0202055389458413 1 "'1'"
"6530" -1.58550536691994 3.26158454822833 -4.13742198305023 2.35709625199132 -1.40504331370135 -1.87943719306477 -3.51368687087654 1.51560674568816 -1.20716636120056 -6.23456133227108 5.45074606689486 -7.33371406736393 1.36119332407831 -6.60806825219469 -0.481069424899829 -2.60247787045261 -4.83511205239717 -0.553026089102902 0.351948943356815 0.315957258937511 0.501543149467536 -0.54686881157389 -0.0765836358993043 -0.425550366841581 0.123644186352002 0.321984539336613 0.264028160503965 0.132816719764592 1 "'1'"
"6610" -1.78322883722709 3.40279371307631 -3.82274226552205 2.62536815276644 -1.97641541136284 -2.73168901231308 -3.43055914949085 1.41320351399318 -0.776941494554916 -6.19988176274188 4.36671348631445 -8.24326243368313 0.345761165232579 -6.59055029705192 0.265576095932165 -3.02845238846152 -4.21448627485607 -1.21360784773725 -0.265421595374812 0.364089115014408 0.454031931736316 -0.577525824201459 0.0459665375362652 0.461700017592254 0.044146161217817 0.305704433918549 0.530980986346765 0.243745598122111 1 "'1'"
"6642" 0.857321003765953 4.09391182702914 -7.42389358948559 7.38024451788662 0.973366022888688 -2.73076151658057 -1.49649705633444 0.543015172692922 -2.35119015933267 -3.94423849794435 6.35507773663404 -7.30974798382371 0.7484505505775 -9.05799252943745 -0.648944909074786 -1.07311652692728 1.52450091526025 1.83136353283608 -0.0897244112241547 0.483302650495284 0.375026285129017 0.145399853347782 0.240603265009756 -0.234649222710157 -1.00488094720044 0.435831916241838 0.618323805168482 0.148468944379397 1 "'1'"
"6718" -1.81328048476897 4.91785071056565 -5.92612969400656 5.70150043141163 1.20439257214362 -3.03513754815611 -1.71340206347108 0.561257390902032 -3.79635425171163 -7.45484065078351 7.38805512292025 -10.4752286504099 -0.379314526756117 -11.7367291212569 -2.08698895215593 -2.44235398293755 -3.53552351168246 0.130360306640887 -2.07145048844325 0.576656033332069 0.615641835107552 -0.4064272753179 -0.73701807643754 -0.279641772215917 1.1067663744335 0.323885477719453 0.894766671515833 0.569518600269514 1 "'1'"
"6720" -0.25147096006823 4.31352332575143 -6.89143771650147 6.79679668055103 0.616296505250374 -2.96632654187403 -2.43665252687714 0.489327898838014 -3.37163857159343 -6.81081309938215 7.62008905836908 -10.2852825163315 -0.342444334069655 -11.5434979157865 -1.3349879032835 -2.68928420445067 -3.20438340295762 0.0865218956911394 -1.31449509665307 0.632709963789826 0.536892074447128 -0.546126023729244 -0.605239547613772 -0.263743459593593 1.53991583077868 0.523573696680871 0.891024688365269 0.572740666549584 1 "'1'"
"6735" 0.314596589729515 2.66067027657541 -5.92003738034463 4.52249960508858 -2.3150272861839 -2.27835165394776 -4.68405393631569 1.20227026523098 -0.694695511200349 -5.52627805985834 6.66243683071252 -8.52546492534563 0.742745446888019 -7.67866801029943 0.593070459066131 -4.47813659534324 -5.84426647937357 -1.1027307945783 2.17738568653903 0.562705643312244 0.743314023428983 0.0640383555765096 0.677841675250346 0.0830078227438395 -1.91103446375022 0.322188398435937 0.620866538820488 0.185030354728703 1 "'1'"
"6775" 0.447395553302475 2.48195386638743 -5.66081393141405 4.4559228120932 -2.4437797540431 -2.18504026247234 -4.71614294470093 1.24980325173147 -0.718326066573691 -5.3903302556601 6.45418752494833 -8.48534657377678 0.635281408794591 -7.01990155916612 0.53981407134798 -4.6498642988132 -6.2883575087823 -1.33931232244731 2.26298478762517 0.549612970886705 0.756052550277073 0.140167768675 0.665411100673545 0.131463791724986 -1.90821741154788 0.334807598686864 0.748534284767756 0.175413794422896 1 "'1'"
"6821" -2.16992897559082 3.6396539992044 -4.50849778617728 2.73066814884895 -2.12269287053048 -2.34101682766366 -4.23525308290613 1.70353765763508 -1.30527913344307 -6.7167200227127 6.35361231915591 -8.60164826276464 0.449930038237225 -7.50616937408145 -0.438081781812467 -3.69451599830956 -6.30475338603049 -1.26758712788115 0.357987030484253 0.5007790539507 0.645103275621378 -0.503529448911197 -0.000522821818299227 0.0716957787676742 0.0920074334247208 0.308497931577036 0.552590914653841 0.298954478709399 1 "'1'"
"6871" -1.86375555343732 3.44264397684973 -4.46825973145511 2.80533625940251 -2.1184124774924 -2.33228488731467 -4.2612371974404 1.70168184397858 -1.43939587542941 -6.99990663386522 6.31620967716699 -8.67081800476226 0.316023991908777 -7.41771206475053 -0.436537471366146 -3.65280196004741 -6.29314531907376 -1.24324829133852 0.364810482193887 0.36092400372093 0.66792657242141 -0.516242362128804 -0.012217811746839 0.070613703103445 0.0585044669560628 0.304882839588584 0.418012467185258 0.208858278145839 1 "'1'"
"6883" -4.61721720415581 1.69569365346656 -3.11437220079491 4.32819855298178 -1.87325699086527 -0.989908135538263 -4.57726462658038 0.4722161584519 0.472016953377646 -5.57602263642415 4.80232276125089 -10.833164469314 0.104303875698575 -9.40542306160986 -0.80747786866047 -7.55234220350747 -9.8025617903912 -4.12062883466552 1.74050729036196 -0.0390459343384186 0.481829697240067 0.146023056445948 0.117038527549065 -0.21756459883966 -0.138776043706563 -0.424452881068275 -1.00204142597227 0.890780287970655 1.1 "'1'"
"6900" -2.6618021745564 5.8563932148043 -7.65361621324071 6.37974188053221 -0.0607121191362683 -3.13154973153662 -3.10356974550479 1.77849156945338 -3.83115371623455 -7.19160424618226 7.10298858788516 -9.92869994299538 -0.0674983775194601 -10.924186865147 -1.69791397714032 -2.37942098527078 -2.77511389701838 0.273798971252603 -1.38218756352589 0.399096860264863 0.734774950378595 -0.43590118187623 -0.384765904180568 -0.286015663843443 1.00793382365812 0.413195532462339 0.28028415690056 0.303936550639395 1 "'1'"
"6904" -2.53585211738111 5.79364414692454 -7.61846283574893 6.39582974649419 -0.0652101046678037 -3.13637196409103 -3.10455736262141 1.82323263760971 -3.87865758023391 -7.29780335001461 7.07166913682445 -10.001046368327 -0.207934540884304 -10.8606980453666 -1.69082504118249 -2.36085672411086 -2.76009701528795 0.29810341564323 -1.38555780172735 0.408704184487524 0.716719907055995 -0.448059938458541 -0.402406878680357 -0.288835222564699 1.01175223958707 0.425964621387216 0.413139555823146 0.308204656968305 1 "'1'"
"6972" -3.49910753739178 0.258555160773118 -4.48955807274398 4.85389435139681 -6.97452154477167 3.62838209065084 5.43127092073166 -1.94673371078472 -0.775680092900109 -1.9877731876087 4.69039566550924 -6.9980424321007 1.45401198637847 -3.73802333366749 0.31774206255503 -2.01354268083989 -5.1361351026702 -1.18382211654359 1.66339401354543 -3.04262575715977 -1.05236825623151 0.204816873569406 -2.11900744010783 0.170278608305444 -0.393844118118335 0.296367194488607 1.98591321801306 -0.900451638402827 1809.68 "'1'"
"8297" -2.12548982597957 5.97355569173344 -11.0347272274446 9.00714687170235 -1.68945053397167 -2.85441528535313 -7.81044074525876 2.03086994595841 -5.90282812214984 -12.8409338181318 12.0189131816199 -17.7691434633638 -0.431035658230095 -19.2143254902614 -0.962464574748091 -10.2666091836641 -15.5033921000669 -5.49492764246329 -0.410480977392724 1.49377464554928 1.6465182926595 -0.278484510810644 -0.664841293974353 -1.16455536944202 1.70179641354046 0.69080561470369 2.11974873337031 1.10893340333617 1 "'1'"
"8313" 0.378274504006009 3.91479678866992 -5.72687201536627 6.09414095882864 1.69887526405022 -2.8073139468834 -0.591118212837213 -0.123495593086659 -2.53071281390832 -5.15309460989926 4.65408842254301 -7.83953899762349 1.37181858033581 -9.63468971263612 -0.739596855842826 -0.663203945673478 0.891934540534899 0.978675639075006 -2.00547660274646 0.440439440893876 0.149895683076911 -0.601967245529085 -0.613724335539499 -0.403113687819411 1.568445255978 0.52188393400233 0.527937749881352 0.411910405834512 1 "'1'"
"8336" -1.42662331260887 4.14198623236944 -9.80410344235714 6.66627300324451 -4.74952679326515 -2.07312900595144 -10.0899311630826 2.79134529885187 -3.2495156171301 -11.4204509744097 10.8530116481991 -15.969207520809 0.546690084634152 -14.690729133641 0.91233739988339 -12.2271892780267 -18.5873662058916 -6.92076186060174 3.16699890688552 1.41067765264616 1.86567876848945 0.407809281593599 0.605809354312964 -0.769348118123441 -1.7463368287861 0.502039516709683 1.9772583297728 0.711606531209485 1 "'1'"
"8616" -3.89119195123086 7.09891625215749 -11.4264670967961 8.60755678650129 -2.06570621026229 -2.98528802203595 -8.13858941693861 2.97392807853452 -6.27279046836547 -13.1934150665232 11.6197234753825 -17.6316063138707 -0.355194389515515 -18.8220867423816 -1.2831290856146 -10.0310966568698 -15.2270075099256 -5.32200898058982 -0.501750653452579 1.38261899967275 1.75708522742867 -0.18970915318715 -0.508629244173448 -1.18930816877394 1.18853649934791 0.605241885913626 1.8815287524148 0.875260407222375 1 "'1'"
"8618" 0.919136507326981 4.19963266902077 -7.53560659365729 7.42694037455047 1.11821533001319 -2.88672235145027 -1.34103599607144 0.363933268353337 -2.20322443100109 -4.13784019622865 4.57011280759332 -7.62916958856017 1.73391746350254 -9.44037499459843 -0.0233533498971062 -1.23395828198259 1.63200885764087 1.3157345644727 -0.287188855297045 0.535434663150233 0.316093599204254 0.0551792270194195 0.21069215028398 -0.417917881438145 -0.91118827562932 0.466523924588163 0.627393270472548 0.157851282541588 1 "'1'"
"8843" -4.69679522444504 2.69386747884008 -4.47513271259153 5.4676845487781 -1.55675807549758 -1.54942028904253 -4.10421487278526 0.553934075416293 -1.49846813107494 -4.59495176285009 5.27550585077254 -11.3490285500915 0.374549235103921 -8.13869488434773 0.548570894168134 -6.65359434741365 -10.2467554066001 -4.19106626655491 0.991486122257293 -0.158970548660611 0.573898081112651 -0.0801627753981571 0.318407817148194 -0.245862202650853 0.338238431564141 0.0322706213908033 -1.50845793363219 0.608074682590101 0 "'1'"
"8846" -4.72771265581559 3.04446910225824 -5.59835426695611 5.92819080241929 -2.19076972938784 -1.52932296564747 -4.48742195988547 0.916391814103266 -1.3070104231933 -4.13889121357616 5.14940878300581 -11.1240186070579 0.543067765541171 -7.84094220494304 0.743633944785042 -6.77706923974191 -9.93176515376766 -4.09302112201074 1.50492485905709 -0.207759445103882 0.650988236282379 0.254983288954681 0.628843468802127 -0.23812845429317 -0.671332331960485 -0.0335900627800998 -1.33177732223058 0.705697590023144 30.39 "'1'"
"8973" -4.06400473842815 3.10093489093256 -1.18849800365476 3.26463274045175 -1.90356235801726 0.3203505872957 -0.954940039087007 -3.27753491983773 2.82082866173719 1.01511287978593 3.18718689736493 -7.00432728360605 0.872710605485111 -6.22060535304292 -0.904444629573358 -3.07509188469837 -5.04473569177435 -1.71808268516882 -0.662462068430895 -0.531897693292296 1.68866543097474 -0.0788446980063478 0.19373092657711 0.479495953884992 -0.50660305739906 -0.409862744197452 -3.03627132936069 -0.630605198840545 179.66 "'1'"
"9036" -2.58961719821269 7.01671438495857 -13.7054072869097 10.3432280604117 -2.95446103475574 -3.05511578527804 -9.3012886151434 3.34957336071614 -5.65421202641103 -11.853866972601 11.6692047358121 -17.2286622386187 0.0555715664836118 -18.4937733551053 -0.304172113519045 -10.6294973901353 -14.4412111342765 -5.10548646597228 1.2702262705049 1.48885519236896 1.88773772551451 0.333998184533223 0.28765904061745 -1.18640640906644 -0.690272670076388 0.631703772210546 1.93422076005943 0.789687172212655 1 "'1'"
"9180" -2.88004235163471 5.22544230971559 -11.0633302799459 6.68995065770063 -5.7599239886738 -2.24403079081521 -11.1999752166959 4.01472180864313 -3.42930426351801 -11.5619497720699 10.446846814514 -15.4790524832016 0.734441608104148 -13.8837785491112 0.821439545395249 -11.911483017197 -18.1030037037729 -6.83783453880068 3.12692935212663 1.19144396640797 2.00288287701632 0.351102064721284 0.79525514045211 -0.778379381413672 -1.64681511254223 0.487538823287331 1.42771309550336 0.583172486219188 1 "'1'"
"9253" -5.45436177939673 8.28742055534983 -12.7528112729386 8.59434189301081 -3.10600228114338 -3.17994875686414 -9.25279393795831 4.24506220985367 -6.32980084623466 -13.1366983691039 11.228470279576 -17.1313009454468 -0.169401056814124 -18.0499976898594 -1.36623566099065 -9.7235653091894 -14.7449024646768 -5.24730110631125 -0.574675143795817 1.30586191483437 1.84616479291417 -0.267171794223081 -0.310803969751621 -1.20168545799806 1.35217609502433 0.608424596360403 1.57471478384204 0.808725205090233 1 "'1'"
"9488" -4.15301449873357 8.20479650456012 -15.0317142097481 10.330099825448 -3.99442609736294 -3.25001318447365 -10.4156978119079 4.62080391044331 -5.71124797098224 -11.7971810675777 11.2779207278067 -16.7283393320915 0.2413676825577 -17.7216383537133 -0.387299923381284 -10.3220166783853 -13.9590853730538 -5.03071003831832 1.19726633504633 1.41262488019492 1.97698839609887 0.25651048717528 0.485908106513804 -1.19882131436036 -0.526567394687845 0.634873502483478 1.62720907623952 0.723235068518316 1 "'1'"
"9510" -4.71052878230567 8.63621438967976 -15.4962220036783 10.3133493732845 -4.35134098287048 -3.32268873543923 -10.7883728387388 5.06038112024979 -5.68931118776998 -11.7121866242875 11.1524905985837 -16.5581971409376 0.302644522406362 -17.4759212828566 -0.412393267331071 -10.222203169604 -13.7991476446987 -5.00858517858957 1.16202614780693 1.43423977941906 1.9905453513529 0.223785002572736 0.554408428563337 -1.20404159623154 -0.450684594730258 0.641836059375492 1.60595762479265 0.721643614506061 1 "'1'"
"10205" -4.64189285087538 2.90208643306647 -1.57293870931742 2.507298518227 -0.871782564349351 -1.0409025722626 -1.59390073966645 -3.25490508581579 1.90896268593707 1.07741752106048 3.33850216040272 -6.54261034532574 1.09953638182128 -3.26647554459315 1.01472790444294 -4.84238307827835 -5.269876299726 -2.34466857415508 1.95922405409272 -0.465679220344122 1.96359666634146 -0.217413915973245 -0.54933995583883 0.645545202036521 -0.354557818794591 -0.611763845006479 -3.90808047547799 -0.671248265147117 11.39 "'1'"
"10485" 1.08837493830851 0.898474023721059 0.394684329076182 3.17025757451452 0.17573879687403 -0.221980885195245 -0.0229887284923858 -0.0108735366656839 0.860043617194172 -0.592472935320844 1.07272839973578 -2.54755681422931 1.23595005675711 -0.330305803751441 -1.02235437464957 0.335642172519614 2.29899822072815 -0.1620962094812 -1.53270721248432 -0.217358192249005 -0.423553904215867 -0.800852284805578 0.0776144554303444 0.167608452574198 0.350181817443194 -0.118940929478619 0.0129477659306532 0.0542542721018558 3.79 "'1'"
"10498" 1.18978435670385 0.942289402014327 0.0823341450498769 3.02404970580847 0.412406009418248 -0.214414558479438 0.0535578385040748 -0.110353351082093 0.883797757350066 -0.554223900525873 0.154921008931302 -2.77675657494788 1.6412066261065 -0.45607695680899 -1.24041439240797 0.857322735948866 1.70702446635297 0.526349196477535 -0.865104609842214 -0.143434644974988 -0.502635558485173 -1.04739752764089 -0.0567520238885425 -0.340688404752184 0.541235201259928 -0.0983002868955662 -0.0030411199129353 0.049819020358336 3.79 "'1'"
"10499" -0.469326705102944 1.11145278248281 2.04100272504592 1.73159516277684 0.135146841769907 -0.0936251754891053 0.266155169970928 0.0829882363836626 0.58025540346041 -0.164562674892883 0.500376369958899 -3.0217601822032 0.924213260310925 1.50079377517002 -0.400282644242405 0.706047712602575 0.115114264650572 -0.0467958788933584 -2.54852159198286 -0.358708665630957 0.159387389394564 0.592669568808717 -0.0535961838321624 0.320747502076217 -0.36912075429213 -0.136604684929151 -0.100845186803931 0.03934714768212 3.93 "'1'"
"10569" -5.26805322089363 9.06761342731767 -15.9607281345144 10.2966027898053 -4.70824109122294 -3.39537485177836 -11.1610570028797 5.49996263444947 -5.66737554592835 -11.6271935556579 11.0270590938161 -16.3880541668327 0.363921486512734 -17.230202160711 -0.437487559248993 -10.1223919213552 -13.6392089915234 -4.98645725844229 1.12678437819631 1.45587819528 2.00410994522741 0.191058399384387 0.622927669875126 -1.20926355739155 -0.374798862642666 0.64879803679546 1.58469734677224 0.720055870245492 1 "'1'"
"10631" -5.18787810836635 6.96770866359565 -13.510931139095 8.61789514115238 -11.2144223939458 0.6722478387604 -9.46253281088355 5.32870420774381 -4.89700552817542 -11.7868116556041 9.36907905765884 -15.0941631493865 1.25637700700759 -11.8521613037824 0.274429814172421 -10.6882417917386 -18.3888105354245 -6.89884013301839 2.38280793552097 -0.623737291574186 2.08608300107406 0.760190240866359 0.716805785858217 -0.646743429628277 -1.61704292571624 0.172346889503238 0.626646780979254 -0.169726031129409 766.36 "'1'"
"10691" -12.2240206243564 3.85415032971366 -12.4667657248211 9.64831072711484 -2.72696132147655 -4.44561038185083 -21.9228110340575 0.320792273696859 -4.43316165783721 -11.2014000859835 9.32879925655782 -13.1049334662012 0.88848078772943 -10.140200337183 0.713465392614318 -10.0986706554809 -17.5066115481045 -8.06120798966267 1.60687003263877 -2.14718143950284 -1.1598299509044 -1.50411888189644 -19.2543276173719 0.54486672601225 -4.78160552206407 -0.00777228109993075 3.05235768679424 -0.775035651186717 1218.89 "'1'"
"10802" -14.4744374924863 6.50318451651946 -17.7126323688621 11.2703523334822 -4.15014206409808 -3.3720982088695 -16.5358068114174 -1.4439469925952 -6.81527289964437 -13.6705451263516 10.5452629545898 -15.0226996343749 0.171633085144947 -15.0663743633461 -0.259575939555838 -8.6687392723375 -12.8041408991277 -5.11662049533788 0.579200358016368 1.10124987016838 -2.47596222945688 0.342390706034285 -3.56450803816097 -0.81814019000188 0.153407682695978 0.755079460824454 2.70656616161759 -0.992916047059418 1 "'1'"
"10892" -12.3396031574122 4.48826730168204 -16.5870729373632 10.1072738734101 -10.4201989827431 0.130669811857349 -15.6003233044816 -1.15769598093331 -5.3046309683427 -12.9389293107706 8.80568196718575 -13.5561301301468 1.16546376028499 -9.80988150207055 0.369987279150665 -9.50521044515487 -17.5420303090874 -6.79263778723153 2.06937744931751 -0.0855014634055812 -2.0896096332232 1.74531450014405 1.37681580939778 -0.554271418366818 -1.61074085196174 0.153725444536768 1.2124772080589 -1.86929047595671 188.78 "'1'"
"10898" -15.3988450085358 7.47232389650112 -19.0269123426632 11.165525840514 -6.89385628014845 -2.12093657486019 -14.9133299850456 -0.721214094320184 -7.1750966153358 -14.166794659606 10.2777688628065 -14.9854337328686 0.345179234077653 -14.6663889726541 -0.346352541965346 -8.33324249555463 -12.6025964553952 -4.87668342078337 0.604625910708604 1.11150221461014 -2.44488368228 0.727495341024629 -0.345078151264077 -0.981748551471828 0.995271346300177 0.816761717958274 2.26294237384391 -1.17806316323334 1 "'1'"
"11344" -14.1791651073631 7.42136996239257 -21.405835744128 11.927511869244 -7.97428068736155 -2.20271027666529 -15.4716122801735 -0.356594909586509 -6.38012489838839 -13.3482776536659 10.1875873241664 -14.5639797552132 0.59375935763569 -14.4915983463022 -0.281392503951236 -8.2641288443605 -12.4398049728466 -4.83707902601307 0.753149847889189 1.00276434172175 -2.36683606243662 1.13095519799655 0.991153238179024 -1.03313210707298 -0.327179344936207 0.634692903522304 2.17190494464567 -1.39528768393339 1 "'1'"
"11711" -14.7246270119253 7.87515679273047 -21.8723173644566 11.9061699078901 -8.34873369160876 -2.26284641969245 -15.8334427819606 0.0778736741759969 -6.35683349086288 -13.2616517082667 10.0637897462894 -14.3947668016721 0.654888723464231 -14.2483158270781 -0.305360761401071 -8.16163244506225 -12.2809648581754 -4.81858639342974 0.719787682108791 0.996468755724792 -2.36234492751884 1.09955729576975 1.03719942301307 -1.03635934178889 -0.254776514154375 0.642343201018144 2.16112922373151 -1.40128201963858 1 "'1'"
"11842" -15.2713618637585 8.32658106147414 -22.3385905133352 11.8853128922128 -8.72133435613386 -2.32430694897567 -16.1964186599881 0.512881820424485 -6.33368515594745 -13.175198078736 9.93981974172569 -14.2254557039818 0.716033665192873 -14.0047761755606 -0.329447848153274 -8.0594194070953 -12.1220088158237 -4.79971013254961 0.686227163597458 0.993121017282391 -2.3568962794623 1.06801917704623 1.08561716724338 -1.03979707801119 -0.182006136246673 0.649920860777984 2.14924707788821 -1.40681133211222 1 "'1'"
"11881" -15.8191787207718 8.7759971528627 -22.8046864614815 11.8648680803607 -9.09236053189517 -2.38689320657655 -16.5603681078199 0.948348594786058 -6.31065843275059 -13.0888909176936 9.81570317447819 -14.0560611837648 0.777191846436601 -13.7610179615936 -0.353635939812489 -7.95744722625995 -11.9629542349435 -4.7805077876172 0.652498045264831 0.992278949261366 -2.35063374523783 1.03636187430048 1.13605073696052 -1.0434137405139 -0.10892334328198 0.657436778462222 2.13642447085514 -1.41194537483904 1 "'1'"
"12071" -16.3679230107968 9.22369194937548 -23.2706305232856 11.8447765860728 -9.46203714585895 -2.45044437416398 -16.9251520440555 1.38420847895884 -6.28773594816964 -13.0027093010697 9.69146098207319 -13.8865951585248 0.838361375836116 -13.5170724083842 -0.377910607106286 -7.85568149439455 -11.8038151924676 -4.76102594206856 0.618624412799665 0.993584598744375 -2.34367359429797 1.00460241382139 1.18821215709493 -1.04718376839983 -0.0355727659827232 0.664899774367373 2.12279575423083 -1.41674061492574 1 "'1'"
"12109" -16.9174682656955 9.66990017304097 -23.7364434105216 11.8249902296814 -9.83054822917941 -2.51482887310345 -17.2906566748216 1.8204078670595 -6.26490348784789 -12.9166361091709 9.56711029521397 -13.7170673789468 0.899540705915631 -13.2729650621928 -0.402260044266312 -7.75409405936683 -11.6446032058862 -4.74130270962407 0.58462597267458 0.996745095162688 -2.33611095619483 0.972754726208974 1.24186581168063 -1.05108624820763 0.0380090796054737 0.672317065099677 2.10847085205046 -1.42124325273233 1 "'1'"
